date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:51:54	42378/42378	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:54%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1419100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1419100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1419100.html?cgid=mens-pants-shorts)
17:51:55	42519/42519	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:55%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1421100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1421100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1421100.html?cgid=mens-pants-shorts)
17:51:56	43047/43047	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:56%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1423100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1423100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1423100.html?cgid=mens-pants-shorts)
17:51:57	42690/42690	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:57%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1449100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1449100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1449100.html?cgid=mens-pants-shorts)
17:52:01	42274/42274	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:58%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1455100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1455100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1455100.html?cgid=mens-pants-shorts)
17:52:01	42351/42351	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:01%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1467100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1467100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1467100.html?cgid=mens-pants-shorts)
17:52:02	42358/42358	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:01%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1469100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1469100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1469100.html?cgid=mens-pants-shorts)
17:52:03	42393/42393	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:03%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1471100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1471100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1471100.html?cgid=mens-pants-shorts)
17:52:04	42309/42309	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:04%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1404100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1404100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1404100.html?cgid=mens-pants-shorts)
17:52:05	41898/41898	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:05%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1408100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1408100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1408100.html?cgid=mens-pants-shorts)
